comment_sentence_id,class,category,comment_sentence,partition,instance_type,outlier
5655,TransformerEncoderLayer,DevelopmentNotes,dim feedforward the dimension of the feedforward network model default 2048 .,0,0,0
5655,TransformerEncoderLayer,Expand,dim feedforward the dimension of the feedforward network model default 2048 .,0,0,0
5655,TransformerEncoderLayer,Parameters,dim feedforward the dimension of the feedforward network model default 2048 .,1,1,0
5655,TransformerEncoderLayer,Summary,dim feedforward the dimension of the feedforward network model default 2048 .,0,0,0
5655,TransformerEncoderLayer,Usage,dim feedforward the dimension of the feedforward network model default 2048 .,0,0,0
5656,TransformerEncoderLayer,DevelopmentNotes,dropout the dropout value default 01 .,0,0,0
5656,TransformerEncoderLayer,Expand,dropout the dropout value default 01 .,0,0,0
5656,TransformerEncoderLayer,Parameters,dropout the dropout value default 01 .,0,1,0
5656,TransformerEncoderLayer,Summary,dropout the dropout value default 01 .,0,0,0
5656,TransformerEncoderLayer,Usage,dropout the dropout value default 01 .,0,0,0
5657,TransformerEncoderLayer,DevelopmentNotes,"activation the activation function of intermediate layer, relu or gelu default relu .",0,0,0
5657,TransformerEncoderLayer,Expand,"activation the activation function of intermediate layer, relu or gelu default relu .",0,0,0
5657,TransformerEncoderLayer,Parameters,"activation the activation function of intermediate layer, relu or gelu default relu .",1,1,0
5657,TransformerEncoderLayer,Summary,"activation the activation function of intermediate layer, relu or gelu default relu .",0,0,0
5657,TransformerEncoderLayer,Usage,"activation the activation function of intermediate layer, relu or gelu default relu .",0,0,0
5658,TransformerEncoderLayer,DevelopmentNotes,examples,0,0,0
5658,TransformerEncoderLayer,Expand,examples,0,0,0
5658,TransformerEncoderLayer,Parameters,examples,0,0,0
5658,TransformerEncoderLayer,Summary,examples,0,0,0
5658,TransformerEncoderLayer,Usage,examples,1,1,0
5659,TransformerEncoderLayer,DevelopmentNotes,"encoder layer nn^transformerencoderlayer d model 512, nhead 8",0,0,0
5659,TransformerEncoderLayer,Expand,"encoder layer nn^transformerencoderlayer d model 512, nhead 8",0,0,0
5659,TransformerEncoderLayer,Parameters,"encoder layer nn^transformerencoderlayer d model 512, nhead 8",0,0,0
5659,TransformerEncoderLayer,Summary,"encoder layer nn^transformerencoderlayer d model 512, nhead 8",0,0,0
5659,TransformerEncoderLayer,Usage,"encoder layer nn^transformerencoderlayer d model 512, nhead 8",0,1,0
5660,TransformerEncoderLayer,DevelopmentNotes,"src torch^rand 10, 32, 512",0,0,0
5660,TransformerEncoderLayer,Expand,"src torch^rand 10, 32, 512",0,0,0
5660,TransformerEncoderLayer,Parameters,"src torch^rand 10, 32, 512",0,0,0
5660,TransformerEncoderLayer,Summary,"src torch^rand 10, 32, 512",0,0,0
5660,TransformerEncoderLayer,Usage,"src torch^rand 10, 32, 512",1,1,0
5661,TransformerEncoderLayer,DevelopmentNotes,out encoder layer src,0,0,0
5661,TransformerEncoderLayer,Expand,out encoder layer src,0,0,0
5661,TransformerEncoderLayer,Parameters,out encoder layer src,0,0,0
5661,TransformerEncoderLayer,Summary,out encoder layer src,0,0,0
5661,TransformerEncoderLayer,Usage,out encoder layer src,0,1,0
5681,Unfold,DevelopmentNotes,extracts sliding local blocks from a batched input tensor.,0,0,0
5681,Unfold,Expand,extracts sliding local blocks from a batched input tensor.,0,0,0
5681,Unfold,Parameters,extracts sliding local blocks from a batched input tensor.,0,0,0
5681,Unfold,Summary,extracts sliding local blocks from a batched input tensor.,1,1,0
5681,Unfold,Usage,extracts sliding local blocks from a batched input tensor.,0,0,0
5682,Unfold,DevelopmentNotes,"consider a batched attr input tensor of shape math n, c, ,",0,0,0
5682,Unfold,Expand,"consider a batched attr input tensor of shape math n, c, ,",1,1,0
5682,Unfold,Parameters,"consider a batched attr input tensor of shape math n, c, ,",0,0,0
5682,Unfold,Summary,"consider a batched attr input tensor of shape math n, c, ,",0,0,0
5682,Unfold,Usage,"consider a batched attr input tensor of shape math n, c, ,",1,1,0
5683,Unfold,DevelopmentNotes,"where math n is the batch dimension, math c is the channel dimension,",0,0,0
5683,Unfold,Expand,"where math n is the batch dimension, math c is the channel dimension,",0,1,0
5683,Unfold,Parameters,"where math n is the batch dimension, math c is the channel dimension,",0,0,0
5683,Unfold,Summary,"where math n is the batch dimension, math c is the channel dimension,",0,0,0
5683,Unfold,Usage,"where math n is the batch dimension, math c is the channel dimension,",0,1,0
5684,Unfold,DevelopmentNotes,and math represent arbitrary spatial dimensions.,0,0,0
5684,Unfold,Expand,and math represent arbitrary spatial dimensions.,0,0,0
5684,Unfold,Parameters,and math represent arbitrary spatial dimensions.,0,1,0
5684,Unfold,Summary,and math represent arbitrary spatial dimensions.,0,0,0
5684,Unfold,Usage,and math represent arbitrary spatial dimensions.,0,1,0
5685,Unfold,DevelopmentNotes,this operation flattens,0,0,0
5685,Unfold,Expand,this operation flattens,0,1,0
5685,Unfold,Parameters,this operation flattens,0,0,0
5685,Unfold,Summary,this operation flattens,0,0,0
5685,Unfold,Usage,this operation flattens,1,1,0
5686,Unfold,DevelopmentNotes,each sliding attr kernel size sized block within the spatial dimensions,0,0,0
5686,Unfold,Expand,each sliding attr kernel size sized block within the spatial dimensions,0,1,0
5686,Unfold,Parameters,each sliding attr kernel size sized block within the spatial dimensions,0,0,0
5686,Unfold,Summary,each sliding attr kernel size sized block within the spatial dimensions,0,0,0
5686,Unfold,Usage,each sliding attr kernel size sized block within the spatial dimensions,1,1,0
5687,Unfold,DevelopmentNotes,"of attr input into a column ie, last dimension of a 3 d attr output",0,0,0
5687,Unfold,Expand,"of attr input into a column ie, last dimension of a 3 d attr output",1,1,0
5687,Unfold,Parameters,"of attr input into a column ie, last dimension of a 3 d attr output",0,0,0
5687,Unfold,Summary,"of attr input into a column ie, last dimension of a 3 d attr output",0,0,0
5687,Unfold,Usage,"of attr input into a column ie, last dimension of a 3 d attr output",1,1,0
5688,Unfold,DevelopmentNotes,"tensor of shape math n, c times prod text kernel size , l , where",0,0,0
5688,Unfold,Expand,"tensor of shape math n, c times prod text kernel size , l , where",0,1,0
5688,Unfold,Parameters,"tensor of shape math n, c times prod text kernel size , l , where",0,0,0
5688,Unfold,Summary,"tensor of shape math n, c times prod text kernel size , l , where",0,0,0
5688,Unfold,Usage,"tensor of shape math n, c times prod text kernel size , l , where",1,1,0
5689,Unfold,DevelopmentNotes,math c times prod text kernel size is the total number of values,0,0,0
5689,Unfold,Expand,math c times prod text kernel size is the total number of values,1,1,0
5689,Unfold,Parameters,math c times prod text kernel size is the total number of values,0,0,0
5689,Unfold,Summary,math c times prod text kernel size is the total number of values,0,0,0
5689,Unfold,Usage,math c times prod text kernel size is the total number of values,0,1,0
5690,Unfold,DevelopmentNotes,within each block a block has math prod text kernel size spatial,0,0,0
5690,Unfold,Expand,within each block a block has math prod text kernel size spatial,0,1,0
5690,Unfold,Parameters,within each block a block has math prod text kernel size spatial,0,0,0
5690,Unfold,Summary,within each block a block has math prod text kernel size spatial,0,0,0
5690,Unfold,Usage,within each block a block has math prod text kernel size spatial,1,1,0
5691,Unfold,DevelopmentNotes,"locations each containing a math c channeled vector , and math l is",0,0,0
5691,Unfold,Expand,"locations each containing a math c channeled vector , and math l is",1,1,0
5691,Unfold,Parameters,"locations each containing a math c channeled vector , and math l is",0,0,0
5691,Unfold,Summary,"locations each containing a math c channeled vector , and math l is",0,0,0
5691,Unfold,Usage,"locations each containing a math c channeled vector , and math l is",1,1,0
5692,Unfold,DevelopmentNotes,the total number of such blocks,0,0,0
5692,Unfold,Expand,the total number of such blocks,0,1,0
5692,Unfold,Parameters,the total number of such blocks,0,0,0
5692,Unfold,Summary,the total number of such blocks,0,0,0
5692,Unfold,Usage,the total number of such blocks,1,1,0
5693,Unfold,DevelopmentNotes,math,0,0,0
5693,Unfold,Expand,math,1,1,0
5693,Unfold,Parameters,math,0,0,0
5693,Unfold,Summary,math,0,0,0
5693,Unfold,Usage,math,1,1,0
5694,Unfold,DevelopmentNotes,l prod d left lfloor frac text spatial size d 2 times text padding d %,0,0,0
5694,Unfold,Expand,l prod d left lfloor frac text spatial size d 2 times text padding d %,0,1,0
5694,Unfold,Parameters,l prod d left lfloor frac text spatial size d 2 times text padding d %,0,0,0
5694,Unfold,Summary,l prod d left lfloor frac text spatial size d 2 times text padding d %,0,0,0
5694,Unfold,Usage,l prod d left lfloor frac text spatial size d 2 times text padding d %,1,1,0
5695,Unfold,DevelopmentNotes,"text dilation d times text kernel size d 1 1 text stride d 1 right rfloor,",0,0,0
5695,Unfold,Expand,"text dilation d times text kernel size d 1 1 text stride d 1 right rfloor,",1,1,0
5695,Unfold,Parameters,"text dilation d times text kernel size d 1 1 text stride d 1 right rfloor,",0,0,0
5695,Unfold,Summary,"text dilation d times text kernel size d 1 1 text stride d 1 right rfloor,",0,0,0
5695,Unfold,Usage,"text dilation d times text kernel size d 1 1 text stride d 1 right rfloor,",1,1,0
5696,Unfold,DevelopmentNotes,where math text spatial size is formed by the spatial dimensions,0,0,0
5696,Unfold,Expand,where math text spatial size is formed by the spatial dimensions,1,1,0
5696,Unfold,Parameters,where math text spatial size is formed by the spatial dimensions,0,0,0
5696,Unfold,Summary,where math text spatial size is formed by the spatial dimensions,0,0,0
5696,Unfold,Usage,where math text spatial size is formed by the spatial dimensions,0,0,0
5697,Unfold,DevelopmentNotes,"of attr input math above , and math d is over all spatial",0,0,0
5697,Unfold,Expand,"of attr input math above , and math d is over all spatial",0,1,0
5697,Unfold,Parameters,"of attr input math above , and math d is over all spatial",0,0,0
5697,Unfold,Summary,"of attr input math above , and math d is over all spatial",0,0,0
5697,Unfold,Usage,"of attr input math above , and math d is over all spatial",0,0,0
5698,Unfold,DevelopmentNotes,dimensions.,0,0,0
5698,Unfold,Expand,dimensions.,1,1,0
5698,Unfold,Parameters,dimensions.,0,0,0
5698,Unfold,Summary,dimensions.,0,0,0
5698,Unfold,Usage,dimensions.,1,1,0
5699,Unfold,DevelopmentNotes,"therefore, indexing attr output at the last dimension column dimension",0,0,0
5699,Unfold,Expand,"therefore, indexing attr output at the last dimension column dimension",0,0,0
5699,Unfold,Parameters,"therefore, indexing attr output at the last dimension column dimension",0,0,0
5699,Unfold,Summary,"therefore, indexing attr output at the last dimension column dimension",0,0,0
5699,Unfold,Usage,"therefore, indexing attr output at the last dimension column dimension",0,1,0
5700,Unfold,DevelopmentNotes,gives all values within a certain block.,0,0,0
5700,Unfold,Expand,gives all values within a certain block.,0,0,0
5700,Unfold,Parameters,gives all values within a certain block.,0,0,0
5700,Unfold,Summary,gives all values within a certain block.,0,0,0
5700,Unfold,Usage,gives all values within a certain block.,0,1,0
5701,Unfold,DevelopmentNotes,"the attr padding , attr stride and attr dilation arguments specify",0,0,0
5701,Unfold,Expand,"the attr padding , attr stride and attr dilation arguments specify",0,0,0
5701,Unfold,Parameters,"the attr padding , attr stride and attr dilation arguments specify",0,1,0
5701,Unfold,Summary,"the attr padding , attr stride and attr dilation arguments specify",0,0,0
5701,Unfold,Usage,"the attr padding , attr stride and attr dilation arguments specify",0,0,0
5702,Unfold,DevelopmentNotes,how the sliding blocks are retrieved.,0,0,0
5702,Unfold,Expand,how the sliding blocks are retrieved.,0,0,0
5702,Unfold,Parameters,how the sliding blocks are retrieved.,0,1,0
5702,Unfold,Summary,how the sliding blocks are retrieved.,0,0,0
5702,Unfold,Usage,how the sliding blocks are retrieved.,0,0,0
5703,Unfold,DevelopmentNotes,attr stride controls the stride for the sliding blocks.,0,0,0
5703,Unfold,Expand,attr stride controls the stride for the sliding blocks.,0,0,0
5703,Unfold,Parameters,attr stride controls the stride for the sliding blocks.,1,1,0
5703,Unfold,Summary,attr stride controls the stride for the sliding blocks.,0,0,0
5703,Unfold,Usage,attr stride controls the stride for the sliding blocks.,0,0,0
5704,Unfold,DevelopmentNotes,attr padding controls the amount of implicit zero paddings on both,0,0,0
5704,Unfold,Expand,attr padding controls the amount of implicit zero paddings on both,0,0,0
5704,Unfold,Parameters,attr padding controls the amount of implicit zero paddings on both,0,1,0
5704,Unfold,Summary,attr padding controls the amount of implicit zero paddings on both,0,0,0
5704,Unfold,Usage,attr padding controls the amount of implicit zero paddings on both,0,0,0
5705,Unfold,DevelopmentNotes,sides for attr padding number of points for each dimension before,0,0,0
5705,Unfold,Expand,sides for attr padding number of points for each dimension before,0,0,0
5705,Unfold,Parameters,sides for attr padding number of points for each dimension before,1,1,0
5705,Unfold,Summary,sides for attr padding number of points for each dimension before,0,0,0
5705,Unfold,Usage,sides for attr padding number of points for each dimension before,0,0,0
5706,Unfold,DevelopmentNotes,reshaping.,0,0,0
5706,Unfold,Expand,reshaping.,0,0,0
5706,Unfold,Parameters,reshaping.,0,1,0
5706,Unfold,Summary,reshaping.,0,0,0
5706,Unfold,Usage,reshaping.,0,0,0
5707,Unfold,DevelopmentNotes,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,0,0,0
5707,Unfold,Expand,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,0,0,0
5707,Unfold,Parameters,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,1,1,0
5707,Unfold,Summary,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,0,0,0
5707,Unfold,Usage,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,0,0,0
5708,Unfold,DevelopmentNotes,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",0,0,0
5708,Unfold,Expand,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",0,0,0
5708,Unfold,Parameters,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",0,1,0
5708,Unfold,Summary,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",0,0,0
5708,Unfold,Usage,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",0,0,0
5709,Unfold,DevelopmentNotes,args,0,0,0
5709,Unfold,Expand,args,0,0,0
5709,Unfold,Parameters,args,1,1,0
5709,Unfold,Summary,args,0,0,0
5709,Unfold,Usage,args,0,0,0
5710,Unfold,DevelopmentNotes,kernel size int or tuple the size of the sliding blocks,0,0,0
5710,Unfold,Expand,kernel size int or tuple the size of the sliding blocks,0,0,0
5710,Unfold,Parameters,kernel size int or tuple the size of the sliding blocks,0,1,0
5710,Unfold,Summary,kernel size int or tuple the size of the sliding blocks,0,0,0
5710,Unfold,Usage,kernel size int or tuple the size of the sliding blocks,0,0,0
5711,Unfold,DevelopmentNotes,"stride int or tuple, optional the stride of the sliding blocks in the input",0,0,0
5711,Unfold,Expand,"stride int or tuple, optional the stride of the sliding blocks in the input",0,0,0
5711,Unfold,Parameters,"stride int or tuple, optional the stride of the sliding blocks in the input",1,1,0
5711,Unfold,Summary,"stride int or tuple, optional the stride of the sliding blocks in the input",0,0,0
5711,Unfold,Usage,"stride int or tuple, optional the stride of the sliding blocks in the input",0,0,0
5712,Unfold,DevelopmentNotes,spatial dimensions.,0,0,0
5712,Unfold,Expand,spatial dimensions.,1,1,0
5712,Unfold,Parameters,spatial dimensions.,0,1,0
5712,Unfold,Summary,spatial dimensions.,0,0,0
5712,Unfold,Usage,spatial dimensions.,1,1,0
5713,Unfold,DevelopmentNotes,default 1,0,0,0
5713,Unfold,Expand,default 1,0,0,0
5713,Unfold,Parameters,default 1,1,1,0
5713,Unfold,Summary,default 1,0,0,0
5713,Unfold,Usage,default 1,0,0,0
5714,Unfold,DevelopmentNotes,"padding int or tuple, optional implicit zero padding to be added on",0,0,0
5714,Unfold,Expand,"padding int or tuple, optional implicit zero padding to be added on",0,0,0
5714,Unfold,Parameters,"padding int or tuple, optional implicit zero padding to be added on",0,1,0
5714,Unfold,Summary,"padding int or tuple, optional implicit zero padding to be added on",0,0,0
5714,Unfold,Usage,"padding int or tuple, optional implicit zero padding to be added on",0,0,0
5715,Unfold,DevelopmentNotes,both sides of input.,0,0,0
5715,Unfold,Expand,both sides of input.,0,0,0
5715,Unfold,Parameters,both sides of input.,1,1,0
5715,Unfold,Summary,both sides of input.,0,0,0
5715,Unfold,Usage,both sides of input.,0,0,0
5716,Unfold,DevelopmentNotes,default 0,0,0,0
5716,Unfold,Expand,default 0,0,0,0
5716,Unfold,Parameters,default 0,0,1,0
5716,Unfold,Summary,default 0,0,0,0
5716,Unfold,Usage,default 0,0,0,0
5717,Unfold,DevelopmentNotes,"dilation int or tuple, optional a parameter that controls the",0,0,0
5717,Unfold,Expand,"dilation int or tuple, optional a parameter that controls the",0,0,0
5717,Unfold,Parameters,"dilation int or tuple, optional a parameter that controls the",1,1,0
5717,Unfold,Summary,"dilation int or tuple, optional a parameter that controls the",0,0,0
5717,Unfold,Usage,"dilation int or tuple, optional a parameter that controls the",0,0,0
5718,Unfold,DevelopmentNotes,stride of elements within the,0,0,0
5718,Unfold,Expand,stride of elements within the,0,0,0
5718,Unfold,Parameters,stride of elements within the,0,1,0
5718,Unfold,Summary,stride of elements within the,0,0,0
5718,Unfold,Usage,stride of elements within the,0,0,0
5719,Unfold,DevelopmentNotes,neighborhood.,0,0,0
5719,Unfold,Expand,neighborhood.,0,0,0
5719,Unfold,Parameters,neighborhood.,1,1,0
5719,Unfold,Summary,neighborhood.,0,0,0
5719,Unfold,Usage,neighborhood.,0,0,0
5720,Unfold,DevelopmentNotes,default 1,0,0,0
5720,Unfold,Expand,default 1,0,0,0
5720,Unfold,Parameters,default 1,0,1,0
5720,Unfold,Summary,default 1,0,0,0
5720,Unfold,Usage,default 1,0,0,0
5721,Unfold,DevelopmentNotes,"if attr kernel size , attr dilation , attr padding or",0,0,0
5721,Unfold,Expand,"if attr kernel size , attr dilation , attr padding or",0,0,0
5721,Unfold,Parameters,"if attr kernel size , attr dilation , attr padding or",1,1,0
5721,Unfold,Summary,"if attr kernel size , attr dilation , attr padding or",0,0,0
5721,Unfold,Usage,"if attr kernel size , attr dilation , attr padding or",0,0,0
5722,Unfold,DevelopmentNotes,"attr stride is an int or a tuple of length 1, their values will be",0,0,0
5722,Unfold,Expand,"attr stride is an int or a tuple of length 1, their values will be",0,0,0
5722,Unfold,Parameters,"attr stride is an int or a tuple of length 1, their values will be",0,1,0
5722,Unfold,Summary,"attr stride is an int or a tuple of length 1, their values will be",0,0,0
5722,Unfold,Usage,"attr stride is an int or a tuple of length 1, their values will be",0,0,0
5723,Unfold,DevelopmentNotes,replicated across all spatial dimensions.,0,0,0
5723,Unfold,Expand,replicated across all spatial dimensions.,0,1,0
5723,Unfold,Parameters,replicated across all spatial dimensions.,0,0,0
5723,Unfold,Summary,replicated across all spatial dimensions.,0,0,0
5723,Unfold,Usage,replicated across all spatial dimensions.,0,1,0
5724,Unfold,DevelopmentNotes,for the case of two input spatial dimensions this operation is sometimes,0,0,0
5724,Unfold,Expand,for the case of two input spatial dimensions this operation is sometimes,0,0,0
5724,Unfold,Parameters,for the case of two input spatial dimensions this operation is sometimes,1,1,0
5724,Unfold,Summary,for the case of two input spatial dimensions this operation is sometimes,0,0,0
5724,Unfold,Usage,for the case of two input spatial dimensions this operation is sometimes,0,0,0
5725,Unfold,DevelopmentNotes,called im2col .,0,0,0
5725,Unfold,Expand,called im2col .,0,0,0
5725,Unfold,Parameters,called im2col .,0,1,0
5725,Unfold,Summary,called im2col .,0,0,0
5725,Unfold,Usage,called im2col .,0,0,0
5726,Unfold,DevelopmentNotes,note,0,1,0
5726,Unfold,Expand,note,0,0,0
5726,Unfold,Parameters,note,0,0,0
5726,Unfold,Summary,note,0,0,0
5726,Unfold,Usage,note,0,0,0
5727,Unfold,DevelopmentNotes,class torch^nn.fold calculates each combined value in the resulting,0,1,0
5727,Unfold,Expand,class torch^nn.fold calculates each combined value in the resulting,0,0,0
5727,Unfold,Parameters,class torch^nn.fold calculates each combined value in the resulting,0,0,0
5727,Unfold,Summary,class torch^nn.fold calculates each combined value in the resulting,0,0,0
5727,Unfold,Usage,class torch^nn.fold calculates each combined value in the resulting,0,0,0
5728,Unfold,DevelopmentNotes,large tensor by summing all values from all containing blocks.,0,1,0
5728,Unfold,Expand,large tensor by summing all values from all containing blocks.,0,0,0
5728,Unfold,Parameters,large tensor by summing all values from all containing blocks.,0,0,0
5728,Unfold,Summary,large tensor by summing all values from all containing blocks.,0,0,0
5728,Unfold,Usage,large tensor by summing all values from all containing blocks.,0,0,0
5729,Unfold,DevelopmentNotes,class torch^nn.unfold extracts the values in the local blocks by,0,1,0
5729,Unfold,Expand,class torch^nn.unfold extracts the values in the local blocks by,0,0,0
5729,Unfold,Parameters,class torch^nn.unfold extracts the values in the local blocks by,0,0,0
5729,Unfold,Summary,class torch^nn.unfold extracts the values in the local blocks by,0,0,0
5729,Unfold,Usage,class torch^nn.unfold extracts the values in the local blocks by,0,0,0
5730,Unfold,DevelopmentNotes,copying from the large tensor.,0,1,0
5730,Unfold,Expand,copying from the large tensor.,0,0,0
5730,Unfold,Parameters,copying from the large tensor.,0,0,0
5730,Unfold,Summary,copying from the large tensor.,0,0,0
5730,Unfold,Usage,copying from the large tensor.,0,0,0
5731,Unfold,DevelopmentNotes,"so, if the blocks overlap, they are not",0,1,0
5731,Unfold,Expand,"so, if the blocks overlap, they are not",0,0,0
5731,Unfold,Parameters,"so, if the blocks overlap, they are not",0,0,0
5731,Unfold,Summary,"so, if the blocks overlap, they are not",0,0,0
5731,Unfold,Usage,"so, if the blocks overlap, they are not",0,0,0
5732,Unfold,DevelopmentNotes,inverses of each other.,0,1,0
5732,Unfold,Expand,inverses of each other.,0,0,0
5732,Unfold,Parameters,inverses of each other.,0,0,0
5732,Unfold,Summary,inverses of each other.,0,0,0
5732,Unfold,Usage,inverses of each other.,0,0,0
5733,Unfold,DevelopmentNotes,"in general, folding and unfolding operations are related as",0,1,0
5733,Unfold,Expand,"in general, folding and unfolding operations are related as",0,0,0
5733,Unfold,Parameters,"in general, folding and unfolding operations are related as",0,0,0
5733,Unfold,Summary,"in general, folding and unfolding operations are related as",0,0,0
5733,Unfold,Usage,"in general, folding and unfolding operations are related as",0,0,0
5734,Unfold,DevelopmentNotes,follows.,0,1,0
5734,Unfold,Expand,follows.,0,0,0
5734,Unfold,Parameters,follows.,0,0,0
5734,Unfold,Summary,follows.,0,0,0
5734,Unfold,Usage,follows.,0,0,0
5735,Unfold,DevelopmentNotes,consider class torch^nn.fold and,0,1,0
5735,Unfold,Expand,consider class torch^nn.fold and,0,0,0
5735,Unfold,Parameters,consider class torch^nn.fold and,0,0,0
5735,Unfold,Summary,consider class torch^nn.fold and,0,0,0
5735,Unfold,Usage,consider class torch^nn.fold and,0,0,0
5736,Unfold,DevelopmentNotes,class torch^nn.unfold instances created with the same,0,1,0
5736,Unfold,Expand,class torch^nn.unfold instances created with the same,0,0,0
5736,Unfold,Parameters,class torch^nn.unfold instances created with the same,0,0,0
5736,Unfold,Summary,class torch^nn.unfold instances created with the same,0,0,0
5736,Unfold,Usage,class torch^nn.unfold instances created with the same,0,0,0
5737,Unfold,DevelopmentNotes,parameters,0,1,0
5737,Unfold,Expand,parameters,0,0,0
5737,Unfold,Parameters,parameters,0,0,0
5737,Unfold,Summary,parameters,0,0,0
5737,Unfold,Usage,parameters,0,0,0
5738,Unfold,DevelopmentNotes,fold params dict kernel size .,0,1,0
5738,Unfold,Expand,fold params dict kernel size .,0,0,0
5738,Unfold,Parameters,fold params dict kernel size .,0,0,0
5738,Unfold,Summary,fold params dict kernel size .,0,0,0
5738,Unfold,Usage,fold params dict kernel size .,0,0,0
5739,Unfold,DevelopmentNotes,", dilation .",0,1,0
5739,Unfold,Expand,", dilation .",0,0,0
5739,Unfold,Parameters,", dilation .",0,0,0
5739,Unfold,Summary,", dilation .",0,0,0
5739,Unfold,Usage,", dilation .",0,0,0
5740,Unfold,DevelopmentNotes,", padding .",0,1,0
5740,Unfold,Expand,", padding .",0,0,0
5740,Unfold,Parameters,", padding .",0,0,0
5740,Unfold,Summary,", padding .",0,0,0
5740,Unfold,Usage,", padding .",0,0,0
5741,Unfold,DevelopmentNotes,", stride .",0,1,0
5741,Unfold,Expand,", stride .",0,0,0
5741,Unfold,Parameters,", stride .",0,0,0
5741,Unfold,Summary,", stride .",0,0,0
5741,Unfold,Usage,", stride .",0,0,0
5742,Unfold,DevelopmentNotes,fold nn^fold output size .,0,1,0
5742,Unfold,Expand,fold nn^fold output size .,0,0,0
5742,Unfold,Parameters,fold nn^fold output size .,0,0,0
5742,Unfold,Summary,fold nn^fold output size .,0,0,0
5742,Unfold,Usage,fold nn^fold output size .,0,0,0
5743,Unfold,DevelopmentNotes,", fold params",0,1,0
5743,Unfold,Expand,", fold params",0,0,0
5743,Unfold,Parameters,", fold params",0,0,0
5743,Unfold,Summary,", fold params",0,0,0
5743,Unfold,Usage,", fold params",0,0,0
5744,Unfold,DevelopmentNotes,unfold nn^unfold fold params,0,1,0
5744,Unfold,Expand,unfold nn^unfold fold params,0,0,0
5744,Unfold,Parameters,unfold nn^unfold fold params,0,0,0
5744,Unfold,Summary,unfold nn^unfold fold params,0,0,0
5744,Unfold,Usage,unfold nn^unfold fold params,0,0,0
5745,Unfold,DevelopmentNotes,then for any supported input tensor the following,0,1,0
5745,Unfold,Expand,then for any supported input tensor the following,0,0,0
5745,Unfold,Parameters,then for any supported input tensor the following,0,0,0
5745,Unfold,Summary,then for any supported input tensor the following,0,0,0
5745,Unfold,Usage,then for any supported input tensor the following,0,0,0
5746,Unfold,DevelopmentNotes,equality holds,0,1,0
5746,Unfold,Expand,equality holds,0,0,0
5746,Unfold,Parameters,equality holds,0,0,0
5746,Unfold,Summary,equality holds,0,0,0
5746,Unfold,Usage,equality holds,0,0,0
5747,Unfold,DevelopmentNotes,fold unfold input divisor input,0,1,0
5747,Unfold,Expand,fold unfold input divisor input,0,0,0
5747,Unfold,Parameters,fold unfold input divisor input,0,0,0
5747,Unfold,Summary,fold unfold input divisor input,0,0,0
5747,Unfold,Usage,fold unfold input divisor input,0,0,0
5748,Unfold,DevelopmentNotes,where divisor is a tensor that depends only on the shape,0,1,0
5748,Unfold,Expand,where divisor is a tensor that depends only on the shape,0,0,0
5748,Unfold,Parameters,where divisor is a tensor that depends only on the shape,0,0,0
5748,Unfold,Summary,where divisor is a tensor that depends only on the shape,0,0,0
5748,Unfold,Usage,where divisor is a tensor that depends only on the shape,0,0,0
5749,Unfold,DevelopmentNotes,and dtype of the input,0,1,0
5749,Unfold,Expand,and dtype of the input,0,0,0
5749,Unfold,Parameters,and dtype of the input,0,0,0
5749,Unfold,Summary,and dtype of the input,0,0,0
5749,Unfold,Usage,and dtype of the input,0,0,0
5750,Unfold,DevelopmentNotes,"input ones torch^ones input^shape, dtype input^dtype",0,1,0
5750,Unfold,Expand,"input ones torch^ones input^shape, dtype input^dtype",0,0,0
5750,Unfold,Parameters,"input ones torch^ones input^shape, dtype input^dtype",0,0,0
5750,Unfold,Summary,"input ones torch^ones input^shape, dtype input^dtype",0,0,0
5750,Unfold,Usage,"input ones torch^ones input^shape, dtype input^dtype",0,0,0
5751,Unfold,DevelopmentNotes,divisor fold unfold input ones,0,1,0
5751,Unfold,Expand,divisor fold unfold input ones,0,0,0
5751,Unfold,Parameters,divisor fold unfold input ones,0,0,0
5751,Unfold,Summary,divisor fold unfold input ones,0,0,0
5751,Unfold,Usage,divisor fold unfold input ones,0,0,0
5752,Unfold,DevelopmentNotes,"when the divisor tensor contains no zero elements, then",0,1,0
5752,Unfold,Expand,"when the divisor tensor contains no zero elements, then",0,0,0
5752,Unfold,Parameters,"when the divisor tensor contains no zero elements, then",0,0,0
5752,Unfold,Summary,"when the divisor tensor contains no zero elements, then",0,0,0
5752,Unfold,Usage,"when the divisor tensor contains no zero elements, then",0,0,0
5753,Unfold,DevelopmentNotes,fold and unfold operations are inverses of each,0,1,0
5753,Unfold,Expand,fold and unfold operations are inverses of each,0,0,0
5753,Unfold,Parameters,fold and unfold operations are inverses of each,0,0,0
5753,Unfold,Summary,fold and unfold operations are inverses of each,0,0,0
